"filename", "language", "TypeScript", "PostCSS", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\index.ts", "TypeScript", 16, 0, 0, 0, 1, 17
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\keys\leadsKeys.ts", "TypeScript", 7, 0, 0, 0, 2, 9
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\commands\changeLeadStatus.ts", "TypeScript", 19, 0, 0, 0, 5, 24
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\commands\createLead.ts", "TypeScript", 62, 0, 0, 0, 6, 68
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\commands\deleteLead.ts", "TypeScript", 8, 0, 0, 0, 2, 10
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\commands\patchLead.ts", "TypeScript", 25, 0, 0, 0, 6, 31
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\fetchLeadsByType.ts", "TypeScript", 8, 0, 0, 0, 2, 10
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\getLeadById.ts", "TypeScript", 15, 0, 0, 0, 2, 17
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\listLeadsByType.ts", "TypeScript", 18, 0, 0, 0, 4, 22
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\listLeadsByTypeAndStatus.ts", "TypeScript", 20, 0, 0, 0, 4, 24
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\listProjectTypes.ts", "TypeScript", 12, 0, 0, 0, 2, 14
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\summarizeLeadsByType.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\usecases\queries\validateLeadNumberAvailability.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\application\utils\buildLeadSections.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\config\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\config\leadTypeConfigs.ts", "TypeScript", 39, 0, 0, 0, 3, 42
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\index.ts", "TypeScript", 3, 0, 0, 0, 1, 4
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\models.ts", "TypeScript", 85, 0, 0, 0, 20, 105
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\models\Lead.ts", "TypeScript", 16, 0, 0, 0, 2, 18
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\models\ProjectType.ts", "TypeScript", 5, 0, 0, 0, 1, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\models\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\ports.ts", "TypeScript", 13, 0, 0, 5, 3, 21
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\ports\LeadNumberAvailabilityPort.ts", "TypeScript", 3, 0, 0, 0, 1, 4
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\ports\LeadRepositoryPort.ts", "TypeScript", 11, 0, 0, 5, 3, 19
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\ports\ProjectTypeRepositoryPort.ts", "TypeScript", 4, 0, 0, 0, 2, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\ports\index.ts", "TypeScript", 3, 0, 0, 0, 1, 4
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\applyLeadPatch.ts", "TypeScript", 145, 0, 0, 1, 21, 167
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\buildLeadDraft.ts", "TypeScript", 98, 0, 0, 0, 16, 114
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\diffToPatch.ts", "TypeScript", 41, 0, 0, 0, 10, 51
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\ensureLeadDraftIntegrity.ts", "TypeScript", 64, 0, 0, 0, 6, 70
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\ensureLeadIntegrity.ts", "TypeScript", 133, 0, 0, 0, 17, 150
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\index.ts", "TypeScript", 46, 0, 0, 0, 1, 47
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadContactLinkPolicy.ts", "TypeScript", 52, 0, 0, 0, 8, 60
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadCreateMapper.ts", "TypeScript", 56, 0, 0, 0, 8, 64
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadNumberPolicy.ts", "TypeScript", 87, 0, 0, 0, 9, 96
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadReadMapper.ts", "TypeScript", 137, 0, 0, 0, 20, 157
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadSections.ts", "TypeScript", 43, 0, 0, 0, 11, 54
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadStatusPolicy.ts", "TypeScript", 53, 0, 0, 0, 9, 62
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadStatusSummary.ts", "TypeScript", 47, 0, 0, 0, 10, 57
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadUpdateMapper.ts", "TypeScript", 23, 0, 0, 0, 3, 26
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\services\leadsQueries.ts", "TypeScript", 39, 0, 0, 0, 8, 47
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\domain\types.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\index.ts", "TypeScript", 3, 0, 0, 2, 2, 7
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\http\LeadHttpRepository.ts", "TypeScript", 91, 0, 0, 0, 15, 106
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\http\LeadNumberAvailabilityHttpService.ts", "TypeScript", 17, 0, 0, 0, 5, 22
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\http\ProjectTypeHttpRepository.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\http\endpoints.ts", "TypeScript", 10, 0, 0, 0, 3, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\http\mappers.ts", "TypeScript", 104, 0, 0, 0, 13, 117
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\infra\index.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\atoms\LeadStatusBadge.tsx", "TypeScript JSX", 0, 0, 30, 0, 6, 36
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\atoms\ProjectTypeBadge.tsx", "TypeScript JSX", 0, 0, 34, 1, 6, 41
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\atoms\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\hooks\useCreateLeadController.ts", "TypeScript", 100, 0, 0, 0, 10, 110
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\hooks\useInstantLeadsByType.ts", "TypeScript", 44, 0, 0, 4, 8, 56
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\hooks\useLeadsTableColumns.tsx", "TypeScript JSX", 0, 0, 112, 0, 4, 116
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\hooks\useLeadsTableLogic.ts", "TypeScript", 162, 0, 0, 0, 15, 177
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\hooks\useUpdateLeadController.ts", "TypeScript", 77, 0, 0, 1, 11, 89
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\index.ts", "TypeScript", 10, 0, 0, 0, 1, 11
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\ContactModeSelector.tsx", "TypeScript JSX", 0, 0, 87, 0, 7, 94
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\LeadEditForm.tsx", "TypeScript JSX", 0, 0, 98, 0, 11, 109
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\LeadForm.tsx", "TypeScript JSX", 0, 0, 99, 1, 13, 113
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\LeadLocationField.tsx", "TypeScript JSX", 0, 0, 92, 4, 9, 105
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\LeadsToolbar.tsx", "TypeScript JSX", 0, 0, 49, 0, 7, 56
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\molecules\index.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\organisms\CreateLeadModal.tsx", "TypeScript JSX", 0, 0, 94, 0, 3, 97
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\organisms\EditLeadModal.tsx", "TypeScript JSX", 0, 0, 78, 0, 4, 82
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\organisms\LeadsPageComponents.tsx", "TypeScript JSX", 0, 0, 19, 0, 2, 21
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\organisms\LeadsTable.tsx", "TypeScript JSX", 0, 0, 100, 0, 11, 111
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\organisms\index.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\pages\LeadsPageByType.tsx", "TypeScript JSX", 0, 0, 17, 20, 5, 42
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\pages\LeadsPageView.tsx", "TypeScript JSX", 0, 0, 123, 6, 7, 136
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\pages\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\pages\useLeadsPageByType.ts", "TypeScript", 40, 0, 0, 1, 5, 46
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\pages\useLeadsPageLogic.ts", "TypeScript", 109, 0, 0, 29, 24, 162
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\search\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\leads\presentation\search\leadsSearchConfig.ts", "TypeScript", 12, 0, 0, 0, 3, 15
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\application\context.ts", "TypeScript", 6, 0, 0, 0, 2, 8
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\application\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\application\usecases\queries\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\application\usecases\queries\listProjectTypes.ts", "TypeScript", 12, 0, 0, 0, 2, 14
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\domain\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\domain\models.ts", "TypeScript", 6, 0, 0, 0, 2, 8
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\domain\ports.ts", "TypeScript", 4, 0, 0, 0, 2, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\index.ts", "TypeScript", 2, 0, 0, 2, 2, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\infra\http\ProjectTypeHttpRepository.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\infra\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\presentation\hooks\useProjectTypes.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"c:\Users\david\Downloads\marosProject\maros-next\src\features\projectType\presentation\index.ts", "TypeScript", 1, 0, 0, 0, 2, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\application\index.ts", "TypeScript", 0, 0, 0, 1, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\index.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\models\Project.ts", "TypeScript", 18, 0, 0, 0, 2, 20
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\models\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\ports\ProjectRepositoryPort.ts", "TypeScript", 13, 0, 0, 0, 2, 15
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\ports\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\services\ensureProjectIntegrity.ts", "TypeScript", 19, 0, 0, 0, 4, 23
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\services\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\services\validateProjectDates.ts", "TypeScript", 29, 0, 0, 0, 3, 32
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\domain\types.ts", "TypeScript", 23, 0, 0, 0, 5, 28
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\index.ts", "TypeScript", 0, 0, 0, 6, 1, 7
"c:\Users\david\Downloads\marosProject\maros-next\src\features\project\infra\index.ts", "TypeScript", 0, 0, 0, 4, 2, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\globals.d.ts", "TypeScript", 4, 0, 0, 0, 1, 5
"c:\Users\david\Downloads\marosProject\maros-next\src\hooks\useSidebarNavigation.ts", "TypeScript", 31, 0, 0, 0, 8, 39
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\application.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\application\makeCrudUseCases.ts", "TypeScript", 31, 0, 0, 0, 8, 39
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\domain.ts", "TypeScript", 4, 0, 0, 0, 0, 4
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\domain\BusinessRuleError.ts", "TypeScript", 38, 0, 0, 0, 5, 43
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\domain\result.ts", "TypeScript", 5, 0, 0, 0, 2, 7
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\domain\time.ts", "TypeScript", 10, 0, 0, 0, 3, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\hooks.ts", "TypeScript", 2, 0, 0, 0, 0, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\hooks\useEntityForm.ts", "TypeScript", 102, 0, 0, 0, 15, 117
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\hooks\useTableWithSearch.ts", "TypeScript", 66, 0, 0, 11, 12, 89
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra.ts", "TypeScript", 3, 0, 0, 0, 0, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\http\OptimizedApiClient.ts", "TypeScript", 43, 0, 0, 0, 11, 54
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\http\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\http\types.ts", "TypeScript", 27, 0, 0, 0, 3, 30
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\rest\apiRoutes.ts", "TypeScript", 9, 0, 0, 0, 3, 12
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\rest\buildCrudEndpoints.ts", "TypeScript", 23, 0, 0, 0, 3, 26
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\rest\index.ts", "TypeScript", 8, 0, 0, 1, 2, 11
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\rest\mappers\index.ts", "TypeScript", 8, 0, 0, 0, 2, 10
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\infra\rest\resourceRepository.ts", "TypeScript", 82, 0, 0, 0, 10, 92
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\lib\queryClient.ts", "TypeScript", 15, 0, 0, 14, 4, 33
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\mappers.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\mappers\dto.ts", "TypeScript", 14, 0, 0, 0, 2, 16
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\mappers\index.ts", "TypeScript", 1, 0, 0, 0, 1, 2
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\query.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\query\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\query\instant.ts", "TypeScript", 42, 0, 0, 0, 5, 47
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\search.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\search\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\search\types.ts", "TypeScript", 10, 0, 0, 0, 3, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\search\utils.ts", "TypeScript", 30, 0, 0, 0, 6, 36
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Badge.tsx", "TypeScript JSX", 0, 0, 162, 1, 9, 172
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Button.tsx", "TypeScript JSX", 0, 0, 83, 0, 9, 92
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Checkbox.tsx", "TypeScript JSX", 0, 0, 12, 0, 4, 16
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\ColorPicker.tsx", "TypeScript JSX", 0, 0, 99, 0, 11, 110
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\DropdownPortal.tsx", "TypeScript JSX", 0, 0, 65, 10, 10, 85
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Icon.tsx", "TypeScript JSX", 0, 0, 21, 0, 3, 24
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Input.tsx", "TypeScript JSX", 0, 0, 70, 0, 7, 77
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Label.tsx", "TypeScript JSX", 0, 0, 11, 0, 4, 15
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\SearchableSelect.tsx", "TypeScript JSX", 0, 0, 137, 4, 10, 151
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Select.tsx", "TypeScript JSX", 0, 0, 27, 10, 6, 43
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\SelectNative.tsx", "TypeScript JSX", 0, 0, 57, 4, 6, 67
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Skeleton.tsx", "TypeScript JSX", 0, 0, 10, 0, 4, 14
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Spinner.tsx", "TypeScript JSX", 0, 0, 14, 0, 2, 16
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\StatusBadge.tsx", "TypeScript JSX", 0, 0, 30, 0, 5, 35
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Textarea.tsx", "TypeScript JSX", 0, 0, 13, 0, 4, 17
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Toast.tsx", "TypeScript JSX", 0, 0, 64, 0, 9, 73
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\Typography.tsx", "TypeScript JSX", 0, 0, 62, 0, 9, 71
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\atoms\index.ts", "TypeScript", 15, 0, 0, 0, 1, 16
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\context\ToastContext.tsx", "TypeScript JSX", 0, 0, 56, 0, 12, 68
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\controlStyles.ts", "TypeScript", 55, 0, 0, 2, 5, 62
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useAnimatedHeight.ts", "TypeScript", 38, 0, 0, 0, 2, 40
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useContextMenu.ts", "TypeScript", 59, 0, 0, 0, 1, 60
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useCrudForm.ts", "TypeScript", 57, 0, 0, 10, 15, 82
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useCrudModal.ts", "TypeScript", 59, 0, 0, 7, 11, 77
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useCrudMutations.ts", "TypeScript", 84, 0, 0, 10, 14, 108
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useCrudPage.ts", "TypeScript", 115, 0, 0, 37, 15, 167
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useCrudState.ts", "TypeScript", 42, 0, 0, 9, 10, 61
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useDeleteModal.ts", "TypeScript", 67, 0, 0, 0, 1, 68
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useFormController.ts", "TypeScript", 83, 0, 0, 0, 1, 84
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useFormHandlers.ts", "TypeScript", 45, 0, 0, 0, 1, 46
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useNotesEditor.ts", "TypeScript", 88, 0, 0, 15, 18, 121
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\useNotesModal.ts", "TypeScript", 75, 0, 0, 0, 1, 76
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\hooks\usePersistentToggle.ts", "TypeScript", 49, 0, 0, 0, 2, 51
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\iconSizes.ts", "TypeScript", 25, 0, 0, 13, 4, 42
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\index.ts", "TypeScript", 70, 0, 0, 0, 7, 77
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\AddressAutocompleteInput.tsx", "TypeScript JSX", 0, 0, 42, 0, 4, 46
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\AddressAutocompleteWithMap.tsx", "TypeScript JSX", 0, 0, 189, 12, 31, 232
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\Alert.tsx", "TypeScript JSX", 0, 0, 29, 0, 7, 36
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\ContextMenu.tsx", "TypeScript JSX", 0, 0, 143, 3, 20, 166
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\CustomerSection.tsx", "TypeScript JSX", 0, 0, 28, 0, 4, 32
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\EmptyState.tsx", "TypeScript JSX", 0, 0, 30, 0, 4, 34
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\Field.tsx", "TypeScript JSX", 0, 0, 25, 4, 2, 31
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\LocationField.tsx", "TypeScript JSX", 0, 0, 95, 39, 9, 143
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\Modal.tsx", "TypeScript JSX", 0, 0, 83, 0, 12, 95
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\NotesButton.tsx", "TypeScript JSX", 0, 0, 54, 0, 3, 57
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\SearchBoxWithDropdown.tsx", "TypeScript JSX", 0, 0, 87, 0, 11, 98
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\TableEmptyState.tsx", "TypeScript JSX", 0, 0, 15, 4, 3, 22
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\TableSkeleton.tsx", "TypeScript JSX", 0, 0, 76, 0, 5, 81
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\TableToolbar.tsx", "TypeScript JSX", 0, 0, 77, 0, 8, 85
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\molecules\index.ts", "TypeScript", 12, 0, 0, 0, 1, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\ContactViewModal.tsx", "TypeScript JSX", 0, 0, 57, 0, 5, 62
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\DeleteFeedbackModal.tsx", "TypeScript JSX", 0, 0, 59, 0, 3, 62
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\EditModal.tsx", "TypeScript JSX", 0, 0, 53, 0, 3, 56
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\NotesEditorModal.tsx", "TypeScript JSX", 0, 0, 165, 0, 8, 173
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\SimpleTable.tsx", "TypeScript JSX", 0, 0, 138, 0, 19, 157
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\organisms\index.ts", "TypeScript", 5, 0, 0, 0, 1, 6
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\templates\EntityCrudPageTemplate.tsx", "TypeScript JSX", 0, 0, 37, 5, 4, 46
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\templates\PageContainer.tsx", "TypeScript JSX", 0, 0, 41, 4, 4, 49
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\templates\index.ts", "TypeScript", 2, 0, 0, 0, 1, 3
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\ui\utils\cx.ts", "TypeScript", 3, 0, 0, 8, 1, 12
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\utils.ts", "TypeScript", 1, 0, 0, 0, 0, 1
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\utils\formHelpers.ts", "TypeScript", 45, 0, 0, 17, 12, 74
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\utils\notes.ts", "TypeScript", 12, 0, 0, 0, 1, 13
"c:\Users\david\Downloads\marosProject\maros-next\src\shared\validation.ts", "TypeScript", 49, 0, 0, 0, 9, 58
"c:\Users\david\Downloads\marosProject\maros-next\src\styles\globals.css", "PostCSS", 0, 130, 0, 1, 35, 166
